sim_time,avg_speed,z1,z2,z3,cars_z1,cars_z2,cars_z3,total_cars,q_len_m
561.000,3.55,2.2,3.1,5.4,18,9,9,36,179.83
562.000,3.39,2.1,3.8,4.3,17,10,9,36,183.38
563.000,3.23,2.4,3.2,4.1,17,10,9,36,183.28
564.000,3.18,2.1,2.9,4.5,16,10,9,35,172.38
565.000,2.85,2.4,2.7,3.4,16,11,8,35,168.07
566.000,2.83,2.5,2.1,3.9,15,11,9,35,168.88
567.000,2.75,3.0,1.7,3.6,15,11,9,35,170.83
568.000,2.75,2.8,1.9,3.5,14,13,8,35,161.47
569.000,2.77,3.1,1.2,4.1,14,13,9,36,157.12
570.000,3.05,3.7,0.9,4.6,14,13,9,36,155.02
571.000,3.02,3.5,0.6,4.9,13,13,10,36,170.87
572.000,2.75,3.7,1.0,3.5,13,14,9,36,152.69
573.000,2.75,3.6,1.5,3.2,12,15,9,36,153.84
574.000,2.64,3.9,0.9,3.2,12,15,9,36,145.80
575.000,2.79,3.7,0.3,4.4,11,15,10,36,145.38
576.000,2.99,4.5,0.1,4.4,11,15,11,37,147.42
577.000,3.14,4.2,0.5,4.7,10,16,11,37,151.02
578.000,3.18,4.9,0.3,4.4,10,16,12,38,143.17
579.000,3.25,5.4,0.0,4.3,9,16,13,38,142.61
580.000,3.18,6.2,0.0,3.3,9,16,13,38,156.07
581.000,3.33,7.4,0.0,2.5,9,16,14,39,145.09
582.000,2.97,7.1,0.0,1.8,9,15,14,38,136.45
583.000,3.12,7.4,0.0,1.9,8,15,15,38,133.34
584.000,3.23,8.1,0.1,1.5,8,15,15,38,133.63
585.000,2.94,7.5,0.1,1.2,8,14,15,37,135.17
586.000,3.29,8.3,0.1,1.5,8,14,17,39,141.15
587.000,3.32,8.6,0.0,1.3,7,14,17,38,145.51
588.000,3.45,9.2,0.0,1.1,7,14,17,38,124.42
589.000,3.63,9.8,0.2,1.0,6,14,18,38,135.52
590.000,3.95,10.8,0.3,0.8,6,14,17,37,119.45
591.000,3.81,10.5,0.1,0.8,6,13,19,38,122.03
592.000,4.06,11.3,0.5,0.4,6,13,19,38,125.08
593.000,3.90,11.0,0.5,0.3,6,12,21,39,125.62
594.000,4.27,11.9,0.8,0.1,6,12,21,39,130.24
595.000,4.13,11.7,0.6,0.1,6,11,22,39,122.56
596.000,4.45,12.6,0.7,0.1,6,11,22,39,129.29
597.000,4.65,12.9,1.0,0.0,5,11,19,35,118.76
598.000,4.41,12.5,0.7,0.0,6,10,20,36,121.80
599.000,4.85,13.4,1.1,0.0,5,10,20,35,113.63
600.000,4.39,12.4,0.7,0.1,6,9,20,35,117.61
601.000,4.59,12.6,1.1,0.0,5,10,19,34,109.85
602.000,4.31,11.9,1.0,0.0,6,9,21,36,108.71
603.000,4.71,12.8,1.3,0.0,5,9,21,35,112.00
604.000,4.40,12.1,1.1,0.0,6,8,21,35,104.40
605.000,4.86,13.1,1.5,0.0,5,8,21,34,109.15
606.000,5.28,13.5,2.4,0.0,5,8,14,27,79.13
607.000,5.17,13.0,2.5,0.0,5,7,19,31,99.05
608.000,5.29,13.0,2.8,0.0,5,8,18,31,89.56
609.000,5.38,13.2,2.8,0.1,5,7,18,30,85.43
610.000,5.72,13.3,3.8,0.1,5,7,18,30,85.43
611.000,5.95,13.9,3.7,0.3,5,6,18,29,87.01
612.000,6.37,14.2,4.8,0.2,5,7,17,29,90.24
613.000,6.67,14.4,5.3,0.3,5,6,17,28,93.47
614.000,7.10,14.3,6.4,0.5,5,6,17,28,82.89
615.000,7.01,14.3,6.3,0.5,5,6,16,27,87.73
616.000,7.42,14.1,7.5,0.6,5,6,16,27,75.93
617.000,7.42,14.0,8.0,0.2,5,6,15,26,78.99
618.000,7.08,13.8,7.2,0.2,6,6,16,28,89.54
619.000,7.78,14.6,8.4,0.4,5,6,16,27,81.08
620.000,7.59,13.8,8.4,0.6,7,4,14,25,65.96
621.000,7.18,14.2,6.8,0.6,7,4,13,24,58.37
622.000,6.93,12.4,7.5,0.8,8,3,15,26,58.25
623.000,6.79,12.1,7.4,0.9,7,4,14,25,62.24
624.000,7.32,11.9,8.2,1.9,7,4,10,21,32.49
625.000,7.11,11.6,7.7,2.0,7,4,11,22,42.51
626.000,7.16,11.1,7.7,2.7,7,4,11,22,44.57
627.000,7.47,10.6,8.2,3.6,7,3,11,21,46.39
628.000,7.32,10.0,8.1,3.9,8,3,12,23,58.40
629.000,8.07,9.9,10.1,4.3,7,4,11,22,62.84
630.000,8.74,9.8,11.7,4.7,8,4,11,23,50.70
631.000,9.23,9.6,12.3,5.8,7,4,11,22,42.21
632.000,9.24,10.4,11.1,6.3,9,4,10,23,30.88
633.000,9.36,10.1,11.8,6.2,8,5,9,22,50.00
634.000,9.41,10.2,10.4,7.7,9,5,9,23,39.02
635.000,9.56,9.3,11.6,7.8,8,6,8,22,26.71
636.000,9.20,9.5,10.3,7.8,10,5,7,22,99.74
637.000,8.88,8.9,8.8,8.8,9,6,7,22,104.46
638.000,8.54,8.3,9.3,8.1,10,6,8,24,116.23
639.000,8.78,9.2,8.3,8.9,10,6,7,23,106.62
640.000,9.32,9.7,9.3,9.0,10,7,6,23,95.14
641.000,9.62,9.8,9.0,10.1,11,6,6,23,0.00
642.000,9.29,10.5,8.9,8.4,12,6,7,25,13.98
643.000,8.48,8.7,7.7,9.1,12,5,8,25,0.00
644.000,7.94,7.5,6.8,9.5,12,7,6,25,203.48
645.000,7.14,6.4,6.3,8.8,12,6,8,26,214.92
646.000,6.90,5.9,6.7,8.1,12,7,7,26,230.49
647.000,6.85,5.0,6.2,9.3,11,7,6,24,134.21
648.000,6.83,5.1,6.4,9.1,12,8,6,26,214.39
649.000,6.18,4.1,5.5,9.0,11,8,6,25,218.51
650.000,5.95,4.1,5.3,8.4,12,8,6,26,214.62
651.000,5.71,3.4,4.9,8.9,11,9,5,25,205.46
652.000,5.71,4.3,4.3,8.6,11,10,4,25,101.12
653.000,5.67,4.2,3.2,9.5,10,10,5,25,100.89
654.000,5.74,4.9,3.1,9.2,11,10,4,25,103.01
655.000,5.82,4.9,3.3,9.2,11,10,4,25,91.99
656.000,7.06,5.7,2.6,12.9,12,9,5,26,92.74
657.000,8.17,5.9,3.0,15.7,11,10,6,27,90.94
658.000,7.95,6.3,2.6,14.9,12,9,7,28,103.51
659.000,7.56,6.0,2.7,14.0,11,9,8,28,98.64
660.000,6.81,6.3,3.4,10.8,12,9,8,29,97.38
661.000,6.53,6.0,3.7,9.8,13,8,10,31,117.98
662.000,5.90,5.9,3.2,8.6,13,8,10,31,116.50
663.000,5.72,5.9,4.0,7.2,12,9,11,32,127.82
664.000,5.55,5.8,3.6,7.2,12,10,11,33,139.72
665.000,5.34,6.1,4.1,5.9,12,11,10,33,140.65
666.000,5.04,6.3,3.7,5.1,12,10,12,34,153.05
667.000,4.82,5.8,4.4,4.2,13,10,12,35,162.93
668.000,4.46,6.1,4.0,3.3,13,9,12,34,185.22
669.000,4.59,6.4,4.5,2.9,13,10,11,34,189.37
670.000,4.50,6.1,4.0,3.4,13,9,11,33,190.25
671.000,4.62,6.3,4.7,2.8,13,10,11,34,195.45
672.000,4.36,6.0,4.3,2.7,14,9,11,34,205.25
673.000,4.40,6.1,5.1,2.0,14,10,10,34,209.77
674.000,4.52,6.2,4.6,2.8,14,9,10,33,214.26
675.000,4.75,6.2,4.9,3.2,16,8,10,34,188.26
676.000,4.79,5.4,5.1,3.9,15,8,10,33,223.63
677.000,5.06,5.3,4.6,5.3,16,7,11,34,214.31
678.000,5.36,5.2,5.3,5.6,15,9,9,33,199.00
679.000,5.77,5.5,5.8,6.1,17,8,9,34,188.15
680.000,5.58,5.3,5.9,5.5,17,8,10,35,212.68
681.000,5.32,5.0,5.7,5.2,17,8,10,35,212.68
682.000,5.20,5.0,5.6,5.0,17,8,10,35,210.23
683.000,5.02,4.6,5.5,4.9,16,10,8,34,203.45
684.000,5.26,5.1,4.9,5.8,17,9,9,35,201.07
685.000,5.24,4.6,5.6,5.5,17,9,10,36,213.85
686.000,5.15,4.9,4.8,5.7,18,9,9,36,214.87
687.000,5.08,4.5,5.2,5.5,17,10,8,35,214.41
688.000,5.14,4.8,4.5,6.1,18,9,9,36,207.71
689.000,5.11,4.7,4.6,6.0,19,9,9,37,220.70
690.000,5.08,4.7,4.3,6.3,19,9,9,37,224.68
691.000,4.94,4.4,4.1,6.3,18,9,9,36,225.69
692.000,4.90,4.5,4.6,5.6,19,9,10,38,230.11
693.000,4.97,3.9,5.6,5.4,19,9,10,38,231.63
694.000,4.81,3.9,5.2,5.3,20,8,10,38,234.84
695.000,4.95,3.7,5.7,5.5,19,9,10,38,223.15
696.000,4.76,3.9,4.4,6.0,20,9,11,40,224.78
697.000,4.60,3.6,5.0,5.2,19,10,10,39,222.13
698.000,4.57,3.7,4.4,5.7,20,9,11,40,222.04
699.000,4.22,3.2,4.8,4.7,19,10,10,39,222.58
700.000,4.39,3.2,4.1,5.9,20,10,10,40,213.56
701.000,4.01,2.6,4.5,4.9,19,11,9,39,216.88
702.000,3.90,2.6,3.7,5.3,20,10,11,41,215.39
703.000,3.91,2.0,4.3,5.5,20,10,11,41,210.53
704.000,3.91,2.2,3.7,5.9,21,10,10,41,191.42
705.000,3.49,1.7,3.5,5.3,20,11,9,40,202.93
706.000,3.30,1.8,2.9,5.2,20,11,11,42,209.53
707.000,3.21,1.9,2.9,4.9,20,12,10,42,209.53
708.000,2.97,1.7,2.2,5.0,19,12,10,41,206.88
709.000,2.75,2.0,2.1,4.1,19,13,9,41,205.93
710.000,2.24,1.9,1.6,3.2,18,13,10,41,208.98
711.000,2.21,2.4,1.3,2.9,18,14,10,42,201.50
712.000,1.92,2.2,0.8,2.8,17,14,10,41,196.09
713.000,2.20,2.5,0.4,3.7,17,15,9,41,175.72
714.000,1.99,2.2,0.4,3.3,16,16,9,41,188.30
715.000,1.88,2.4,0.2,3.1,16,16,9,41,180.72
716.000,1.47,2.2,0.2,2.0,15,16,9,40,185.61
717.000,1.40,2.8,0.1,1.3,15,16,9,40,185.61
718.000,1.18,2.7,0.1,0.8,14,16,10,40,185.79
719.000,1.98,3.0,0.1,2.9,14,16,11,41,181.03
720.000,2.58,3.1,0.1,4.6,13,16,12,41,183.86
721.000,2.49,3.6,0.0,3.8,13,16,12,41,174.30
722.000,2.80,4.5,0.1,3.8,13,16,13,42,165.87
723.000,2.95,4.8,0.0,4.0,12,16,14,42,170.19
724.000,2.82,4.8,0.0,3.6,12,16,15,43,160.53
725.000,2.48,4.6,0.1,2.8,11,16,16,43,161.09
726.000,2.19,4.5,0.0,2.0,12,15,18,45,163.55
727.000,2.05,4.3,0.0,1.8,11,15,19,45,167.33
728.000,1.99,4.9,0.0,1.1,11,15,19,45,159.31
729.000,1.91,4.8,0.2,0.7,10,15,20,45,164.24
730.000,1.96,5.5,0.0,0.4,10,15,20,45,154.55
731.000,2.17,6.3,0.0,0.2,9,15,20,44,158.13
732.000,2.35,6.9,0.0,0.1,9,15,20,44,146.79
733.000,2.43,7.2,0.0,0.1,8,15,20,43,142.56
734.000,2.56,7.6,0.0,0.0,8,15,20,43,144.31
735.000,2.71,8.1,0.0,0.0,7,15,20,42,148.40
736.000,3.10,9.3,0.0,0.0,7,15,20,42,139.68
737.000,3.31,9.8,0.1,0.0,6,15,19,40,131.44
738.000,3.19,9.2,0.3,0.1,7,14,20,41,134.98
739.000,3.39,9.8,0.3,0.0,6,14,20,40,127.02
740.000,3.70,10.7,0.4,0.0,5,14,18,37,123.94
741.000,3.65,10.9,0.0,0.0,6,13,20,39,124.11
742.000,3.97,11.7,0.2,0.0,6,13,20,39,126.47
743.000,4.22,12.2,0.5,0.0,5,13,18,36,123.58
744.000,3.94,11.4,0.4,0.0,6,12,20,38,122.77
745.000,4.21,11.9,0.8,0.0,5,12,20,37,118.03
746.000,4.22,11.5,1.1,0.1,6,11,20,37,122.37
747.000,4.50,12.1,1.4,0.0,5,11,20,36,115.08
748.000,4.25,11.4,1.3,0.0,6,10,20,36,110.40
749.000,4.89,12.6,2.0,0.0,5,10,20,35,110.40
750.000,4.72,12.1,2.0,0.0,6,9,20,35,112.69
751.000,5.19,13.0,2.5,0.0,5,9,20,34,114.98
752.000,4.95,13.0,1.9,0.0,6,8,20,34,117.27
753.000,5.23,13.5,2.2,0.1,5,8,20,33,121.67
754.000,4.91,12.9,1.8,0.0,6,7,20,33,125.41
755.000,5.28,13.4,2.3,0.1,5,7,20,32,116.90
756.000,5.07,12.4,2.8,0.0,6,6,20,32,108.60
757.000,5.50,12.7,3.8,0.0,5,6,20,31,112.91
758.000,5.59,12.4,4.3,0.0,6,5,20,31,104.69
759.000,6.21,13.1,5.5,0.0,5,5,20,30,108.86
760.000,6.16,12.1,6.3,0.1,6,4,20,30,113.03
761.000,5.91,12.8,4.9,0.0,6,4,21,31,93.45
762.000,6.44,13.1,6.2,0.0,6,4,21,31,85.40
763.000,6.61,12.7,7.0,0.1,6,3,19,28,69.51
764.000,6.71,13.2,6.8,0.1,6,4,18,28,72.61
765.000,6.99,13.1,7.6,0.3,6,3,18,27,65.47
766.000,7.69,13.1,9.4,0.5,6,3,18,27,70.20
767.000,7.53,13.0,9.1,0.4,6,3,15,24,54.51
768.000,8.03,12.9,10.7,0.5,6,3,15,24,55.89
769.000,7.72,12.9,10.0,0.3,6,3,14,23,58.99
770.000,7.63,12.3,10.1,0.6,7,2,16,25,71.37
771.000,7.76,12.2,10.6,0.5,6,3,15,24,63.19
772.000,7.88,12.0,10.9,0.7,7,2,15,24,55.48
773.000,7.91,11.8,11.3,0.6,6,3,12,21,47.52
774.000,8.23,11.6,12.0,1.1,7,2,14,23,51.31
775.000,8.15,11.4,12.3,0.8,6,3,13,22,44.12
776.000,8.39,11.3,12.7,1.2,7,2,11,20,32.58
777.000,8.10,11.1,12.3,0.9,6,3,10,19,34.67
778.000,8.44,10.9,12.6,1.9,7,2,10,19,39.32
779.000,7.78,10.6,11.1,1.6,6,3,9,18,27.62
780.000,8.47,10.9,11.9,2.6,7,2,9,18,29.92
781.000,8.84,11.0,12.9,2.7,6,3,8,17,33.80
782.000,9.23,11.3,13.0,3.4,7,2,10,19,45.08
783.000,9.39,10.9,14.2,3.1,6,3,9,18,48.95
784.000,10.13,11.2,15.0,4.2,7,2,9,18,51.05
785.000,10.38,11.0,15.3,4.9,6,2,9,17,41.35
786.000,10.49,11.3,14.6,5.6,7,2,7,16,25.18
787.000,10.77,11.7,16.4,4.1,7,2,8,17,37.39
788.000,9.99,11.1,13.8,5.1,7,3,7,17,27.81
789.000,10.23,11.3,13.1,6.3,7,2,9,18,21.45
790.000,9.64,10.9,11.4,6.6,7,3,8,18,23.95
791.000,10.58,11.0,13.3,7.4,7,3,8,18,19.87
792.000,10.42,10.4,12.9,8.0,6,4,7,17,26.24
793.000,10.95,11.1,14.1,7.6,7,4,7,18,24.33
794.000,10.97,11.8,14.4,6.7,7,4,7,18,28.64
795.000,11.40,11.6,14.8,7.7,8,3,8,19,33.18
796.000,11.03,12.3,12.9,7.9,8,4,6,18,15.03
797.000,11.01,12.1,12.0,8.9,9,3,6,18,18.29
798.000,11.01,11.3,13.5,8.3,9,3,6,18,0.00
799.000,10.61,11.0,12.0,8.9,8,4,5,17,0.00
800.000,10.54,11.0,12.9,7.7,9,4,4,17,0.00
801.000,9.69,9.8,11.4,7.9,8,5,3,16,184.39
802.000,9.91,9.9,10.8,9.0,9,4,4,17,0.00
803.000,9.00,8.8,11.9,6.3,9,4,4,17,167.73
804.000,8.87,8.6,9.7,8.4,9,3,4,16,168.41
805.000,9.45,9.1,9.9,9.4,10,3,4,17,165.64
806.000,9.19,8.5,9.3,9.8,9,3,4,16,157.77
807.000,9.41,9.0,8.7,10.6,9,4,4,17,34.25
808.000,8.85,9.3,7.0,10.2,8,4,4,16,22.93
809.000,8.48,9.2,7.9,8.3,8,4,5,17,150.41
810.000,8.06,9.7,6.5,8.0,8,4,5,17,155.21
811.000,8.27,9.8,5.6,9.4,7,5,4,16,37.60
812.000,7.41,9.1,4.9,8.2,7,4,5,16,131.51
813.000,7.98,10.3,5.2,8.5,7,5,5,17,110.47
814.000,7.85,11.0,4.8,7.8,6,5,5,16,124.63
815.000,8.19,11.6,5.0,8.0,7,4,7,18,106.72
816.000,8.80,12.5,5.5,8.4,6,5,6,17,98.22
817.000,8.84,12.3,5.7,8.5,6,4,7,17,0.00
818.000,9.96,13.5,8.3,8.1,6,5,6,17,0.00
819.000,9.95,13.3,8.0,8.5,6,5,5,16,0.00
820.000,10.23,13.7,10.6,6.4,5,6,4,15,13.39
821.000,9.95,14.3,9.2,6.3,7,4,5,16,13.48
822.000,10.16,15.1,9.0,6.4,6,5,4,15,0.00
823.000,10.25,14.8,9.5,6.5,6,4,5,15,0.00
824.000,9.78,14.9,8.3,6.1,7,4,4,15,0.00
825.000,9.85,14.2,8.7,6.6,7,3,5,15,19.36
826.000,9.83,14.2,9.1,6.1,7,4,4,15,15.17
827.000,10.37,13.0,9.9,8.2,7,3,5,15,0.00
828.000,10.69,12.4,10.8,8.9,7,2,7,16,0.00
829.000,11.36,12.7,11.2,10.1,7,3,6,16,0.00
830.000,11.22,12.4,12.6,8.7,7,4,6,17,45.76
831.000,11.13,12.0,12.2,9.2,6,4,6,16,50.13
832.000,11.19,12.4,12.6,8.6,5,5,5,15,50.45
833.000,11.51,14.2,12.2,8.1,7,4,6,17,13.72
834.000,11.58,14.4,12.2,8.2,6,4,6,16,13.72
835.000,11.71,14.7,11.4,9.0,7,4,5,16,0.00
836.000,12.13,15.6,11.0,9.8,7,4,5,16,0.00
837.000,12.56,14.5,12.6,10.6,7,4,5,16,0.00
838.000,11.88,14.3,10.8,10.5,7,4,5,16,0.00
839.000,11.36,12.9,11.6,9.5,7,5,4,16,0.00
840.000,11.57,11.6,13.4,9.7,7,4,5,16,0.00
841.000,10.75,12.1,11.7,8.4,8,4,4,16,0.00
842.000,10.72,11.8,11.2,9.2,7,5,3,15,0.00
843.000,10.02,12.4,8.7,9.0,9,3,4,16,0.00
844.000,9.40,11.6,8.7,8.0,9,3,5,17,0.00
845.000,9.39,10.7,9.2,8.3,8,3,5,16,0.00
846.000,9.39,10.9,9.4,7.9,8,4,4,16,0.00
847.000,9.06,9.4,9.2,8.5,8,3,4,15,0.00
848.000,9.18,9.7,9.3,8.5,8,4,3,15,0.00
849.000,8.53,8.7,9.0,7.9,8,3,5,16,0.00
850.000,8.46,8.8,8.6,8.0,7,4,5,16,0.00
851.000,8.20,9.3,7.9,7.4,8,3,7,18,8.18
852.000,8.57,9.6,8.0,8.1,7,4,6,17,0.00
853.000,8.46,9.3,7.8,8.3,7,3,8,18,8.67
854.000,9.09,10.4,7.4,9.5,7,4,7,18,17.99
855.000,9.77,10.7,9.3,9.3,6,5,6,17,17.74
856.000,10.51,11.4,9.9,10.3,7,5,6,18,8.33
857.000,10.76,11.6,11.2,9.5,6,6,5,17,0.00
858.000,11.34,12.5,11.5,10.0,7,5,6,18,0.00
859.000,11.46,13.3,11.5,9.5,7,6,5,18,0.00
860.000,11.36,13.1,12.0,8.9,8,5,6,19,0.00
861.000,11.77,13.5,12.0,9.7,8,5,6,19,0.00
862.000,11.63,12.6,12.4,9.9,9,4,7,20,0.00
863.000,11.82,12.4,12.8,10.3,8,5,6,19,0.00
864.000,12.03,12.8,13.3,9.9,10,4,5,19,0.00
865.000,11.54,12.2,14.0,8.5,9,6,3,18,0.00
866.000,11.77,11.8,14.5,8.9,10,4,4,18,0.00
867.000,11.29,12.2,13.1,8.6,11,4,4,19,0.00
868.000,11.34,11.2,13.0,9.8,11,3,4,18,0.00
869.000,9.97,8.6,11.2,10.2,11,3,4,18,0.00
870.000,9.03,6.7,11.2,9.2,12,3,4,19,212.53
871.000,8.60,6.4,8.9,10.4,12,3,4,19,215.65
872.000,8.60,6.0,8.9,10.8,11,4,3,18,52.52
873.000,8.31,6.0,9.2,9.7,12,3,4,19,39.33
874.000,7.74,5.6,8.4,9.2,12,4,3,19,52.05
875.000,7.25,4.7,8.0,9.1,12,3,4,19,68.20
876.000,7.59,4.7,8.0,10.1,12,4,3,19,81.78
877.000,7.36,4.2,6.9,11.0,11,4,3,18,81.56
878.000,6.86,4.3,6.6,9.7,12,3,5,20,195.26
879.000,6.61,3.9,6.7,9.2,11,4,4,19,199.74
880.000,6.38,4.3,5.4,9.4,11,4,5,20,213.76
881.000,6.06,3.8,5.6,8.8,10,5,4,19,196.52
882.000,5.64,4.3,5.0,7.6,11,4,5,20,196.77
883.000,7.61,4.5,4.6,13.7,10,5,5,20,187.65
884.000,8.08,5.3,3.3,15.6,10,5,7,22,83.65
885.000,10.11,5.8,7.7,16.9,9,7,6,22,68.89
886.000,11.21,6.6,9.7,17.4,9,8,6,23,96.99
887.000,11.14,9.4,8.7,15.3,9,8,7,24,83.23
888.000,11.62,11.6,5.3,18.0,10,8,7,25,83.70
889.000,11.76,11.2,8.1,16.0,10,8,8,26,70.59
890.000,11.29,12.0,7.1,14.7,11,8,8,27,70.97
891.000,10.86,12.1,7.6,12.9,12,7,9,28,70.88
892.000,10.41,10.7,7.6,12.9,12,9,8,29,59.26
893.000,8.43,9.1,5.6,10.5,12,8,8,28,128.07
894.000,7.33,6.6,5.7,9.8,13,8,10,31,229.57
895.000,6.42,4.7,5.5,9.1,13,8,11,32,229.24
896.000,5.41,3.7,5.2,7.3,13,8,11,32,228.80
897.000,5.20,3.7,5.7,6.2,13,9,11,33,217.85
898.000,5.12,3.9,5.6,5.9,14,7,13,34,219.35
899.000,5.16,4.1,6.0,5.4,14,8,13,35,207.07
900.000,5.04,4.8,5.3,5.1,14,8,12,34,210.89
901.000,4.81,4.9,5.8,3.8,14,9,11,34,207.87
902.000,4.94,5.2,6.2,3.5,15,8,12,35,220.16
903.000,5.01,5.7,5.8,3.5,16,7,13,36,218.91
904.000,4.90,5.7,6.0,2.9,15,8,12,35,208.44
905.000,5.07,5.8,5.7,3.7,16,8,12,36,209.79
906.000,5.38,5.8,6.4,3.9,16,8,12,36,212.88
907.000,5.40,6.0,6.1,4.1,17,7,12,36,216.94
908.000,5.39,5.3,6.8,4.1,16,8,11,35,216.08
909.000,5.40,5.7,5.7,4.8,17,8,11,36,215.98
910.000,5.31,5.4,6.0,4.5,16,9,10,35,218.74
911.000,5.43,5.3,5.9,5.1,18,7,12,37,241.87
912.000,5.31,5.0,6.0,5.0,17,9,10,36,228.36
913.000,5.58,4.9,5.7,6.1,18,8,10,36,218.03
914.000,5.56,4.8,5.8,6.1,17,9,9,35,213.89
915.000,5.53,4.9,5.0,6.7,18,9,9,36,211.92
916.000,5.59,4.8,5.5,6.5,18,9,10,37,224.93
917.000,5.54,5.0,5.0,6.6,19,8,10,37,228.53
918.000,5.47,4.9,5.1,6.4,18,10,8,36,229.86
919.000,5.45,4.7,4.5,7.2,19,9,9,37,214.77
920.000,5.24,4.1,5.3,6.3,19,9,10,38,247.64
921.000,5.00,4.0,4.5,6.5,20,9,9,38,241.32
922.000,4.76,3.4,4.9,5.9,19,10,8,37,239.56
923.000,4.65,3.5,4.7,5.8,20,9,9,38,243.11
924.000,3.98,2.7,4.5,4.7,19,10,8,37,234.41
925.000,3.95,2.7,4.2,5.0,19,10,8,37,225.50
926.000,4.11,2.8,3.7,5.8,20,11,7,38,222.76
927.000,4.03,2.7,3.6,5.7,20,10,8,38,223.18
928.000,3.78,2.9,2.6,5.9,21,9,8,38,223.58
929.000,3.59,2.4,3.6,4.8,20,10,7,37,219.21
930.000,3.47,2.5,3.6,4.4,21,9,8,38,197.61
931.000,4.45,2.5,4.1,6.7,22,10,8,40,197.36
932.000,4.83,2.1,3.9,8.4,22,9,9,40,199.53
933.000,4.80,2.0,3.9,8.5,22,9,10,41,203.19
934.000,4.49,1.8,3.2,8.5,22,8,11,41,211.03
935.000,3.89,1.6,3.1,7.0,22,8,12,42,210.03
936.000,3.77,1.4,3.9,6.1,21,9,12,42,212.94
937.000,3.66,1.4,3.9,5.6,21,10,12,43,225.69
938.000,3.62,1.7,3.2,6.0,22,10,13,45,222.40
939.000,3.41,1.5,3.2,5.5,21,11,13,45,214.31
940.000,3.17,1.8,3.0,4.7,21,12,12,45,198.48
941.000,2.80,1.6,2.0,4.7,20,13,12,45,193.47
942.000,2.52,1.9,1.6,4.0,20,14,12,46,202.94
943.000,2.22,1.7,0.9,4.1,19,14,13,46,205.81
944.000,2.16,1.8,0.6,4.1,19,14,13,46,208.65
945.000,2.00,1.7,0.6,3.7,18,15,12,45,199.07
946.000,2.07,2.1,0.3,3.8,18,15,13,46,190.61
947.000,1.88,2.1,0.4,3.2,17,15,13,45,182.50
948.000,1.71,2.4,0.2,2.6,17,15,13,45,185.32
949.000,1.55,2.4,0.2,2.1,16,16,12,44,175.08
950.000,1.55,2.8,0.1,1.8,16,16,13,45,178.74
951.000,1.48,3.0,0.0,1.4,16,16,13,45,178.74
952.000,1.29,2.8,0.0,1.1,15,16,13,44,177.92
953.000,1.30,3.2,0.0,0.7,15,16,13,44,175.48
954.000,1.28,3.1,0.0,0.7,14,16,14,44,186.43
955.000,1.39,3.4,0.1,0.7,14,16,14,44,191.30
956.000,1.64,3.3,0.0,1.6,13,16,15,44,180.20
957.000,1.86,3.5,0.0,2.0,13,16,16,45,169.40
958.000,1.88,3.5,0.0,2.1,12,16,17,45,159.28
959.000,1.99,4.1,0.0,1.8,12,16,18,46,163.21
960.000,1.86,4.4,0.0,1.1,11,16,18,45,154.86
961.000,1.86,4.9,0.0,0.6,11,16,19,46,155.78
962.000,1.95,5.5,0.0,0.3,11,16,20,47,160.63
963.000,1.97,5.7,0.0,0.2,10,16,20,46,151.90
964.000,2.11,6.2,0.0,0.1,10,16,20,46,147.70
965.000,2.23,6.6,0.0,0.1,9,16,20,45,146.28
966.000,2.46,7.3,0.0,0.0,9,16,20,45,148.22
967.000,2.56,7.6,0.0,0.0,8,16,20,44,151.91
968.000,2.90,8.6,0.1,0.0,8,16,19,43,142.84
969.000,2.76,8.2,0.0,0.0,8,15,20,43,147.63
970.000,2.93,8.8,0.0,0.0,8,15,20,43,139.70
971.000,3.16,9.4,0.1,0.0,7,15,20,42,131.24
972.000,3.09,9.0,0.3,0.0,8,14,20,42,134.76
973.000,3.24,9.3,0.4,0.0,7,14,20,41,127.55
974.000,3.37,9.4,0.7,0.0,7,14,19,40,123.30
975.000,3.30,9.4,0.5,0.0,7,13,20,40,123.56
976.000,3.68,10.5,0.4,0.1,7,13,20,40,129.27
977.000,3.49,10.3,0.1,0.0,7,12,20,39,125.62
978.000,3.66,10.6,0.4,0.0,6,12,20,38,128.51
979.000,3.87,10.9,0.7,0.0,6,12,17,35,125.17
980.000,3.63,10.2,0.7,0.0,6,11,18,35,117.46
981.000,4.08,11.2,1.1,0.0,6,11,18,35,109.57
982.000,4.04,11.2,0.9,0.0,6,10,18,34,101.27
983.000,4.38,11.7,1.4,0.1,6,10,18,34,105.13
984.000,4.38,12.0,1.2,0.0,6,9,18,33,97.52
985.000,4.66,12.2,1.8,0.0,6,9,18,33,93.11
986.000,4.70,12.2,1.9,0.0,6,8,20,34,104.60
987.000,5.00,12.5,2.5,0.0,6,8,20,34,98.05
988.000,4.88,12.2,2.5,0.0,6,7,20,33,92.41
989.000,5.05,12.1,3.0,0.0,6,7,20,33,92.41
990.000,5.03,12.3,2.8,0.0,6,6,20,32,93.99
991.000,5.40,12.5,3.7,0.0,6,6,20,32,97.48
992.000,5.43,12.4,3.8,0.0,6,5,20,31,102.25
993.000,5.77,12.2,5.1,0.0,6,5,20,31,94.08
994.000,5.82,12.5,4.9,0.1,6,4,18,28,77.99
995.000,6.30,12.3,6.5,0.0,6,4,17,27,70.35
